"","Customer","Amy Ruth_s","Artopolis","BLVD bistro","Babbalucci","Belle Harlem","Broadway Restaurant","Buceo 95","Cantina Taqueria & Tequila Bar","Carmines Italian Restaurant - Upper West Side","Chapati House","Dive 106","Doaba Deli","El Puerto Seafood","Flor de Mayo","Go! Go! Curry!","Grain House","Greek Taverna","Infamous Chicken","Isola on Columbus","Jin Ramen","Junzi Kitchen","KALBI","Kingston","Kitchenette Uptown","La Piccola Cucina","La Savane","Le Monde","Loui Loui","MAMA'S TOO!","Manna Korean Food","Marlow Bistro","Mel_s Burger Bar","Melba's","Milano Market","Namaste India","Nous Espresso Grad School Cafe","Oaxaca Taqueria","Olive Tree Deli","Panchos","Pio Pio 6","Pisticci","Red Hot Hot Pot","SEAK","SGD Dubu So Gong Dong Tofu & BBQ","Safari Restaurant NYC","Saiguitte","Savann Mediterranean Cuisine Restaurant","Shaking Crab","Sliced By Harlem Pizza","Sottocasa Pizzeria - Harlem","Sun-Chan Japanese Restaurant","Sylvia_s Restaurant","Tartina","Tastings Social Presents Mountain Bird","The Heights Bar _ Grill","The Mermaid Inn","Uncle Luoyang","amelie","atlas kitchen","awash ethiopian restaurant","bar314","bettolona","casa mexicana","community food _ juice","dig inn","dunhuang","e_s bar","flat top","friedman_s","harlem ale house","hex_company","hula poke","jj_s place","kikoo sushi","koko wings","koronet pizza","la diagonal","lido","lolo_s seafood shack","malaysia grill","massawa","max caffe","max soha","mill korean","mokja","naruto ramen","river house chinese cuisine","seasoned vegan","sweetgreen","thai market","rowSum"
"47","Vanessa ",5,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,3,NA,5,5,2,NA,NA,3,NA,4,NA,NA,NA,NA,NA,3,3,NA,4,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,3,5,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,27
"48","Christo ",4,NA,NA,NA,5,NA,NA,5,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,2,NA,4,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,3,NA,NA,4,NA,3,NA,NA,NA,5,5,NA,4,NA,5,26
"49","Richard ",2,NA,NA,5,NA,NA,5,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,4,NA,NA,NA,5,NA,NA,4,5,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,4,5,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,26
"50","Jacquel ",3,NA,NA,5,5,NA,4,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,4,3,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,3,5,5,NA,NA,NA,NA,4,NA,NA,NA,4,25
"51","Jess L.",NA,2,3,NA,NA,NA,4,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,3,NA,4,NA,5,NA,3,NA,NA,4,4,NA,NA,NA,3,25
"52","Patrick ",NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,5,5,2,NA,NA,5,NA,5,NA,NA,NA,NA,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,5,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25
"53","Stephen ",5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,5,5,NA,NA,NA,NA,2,NA,NA,NA,4,NA,4,NA,4,NA,NA,NA,NA,5,4,5,NA,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,4,25
"54","Allison ",3,NA,NA,NA,NA,4,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,4,4,3,NA,NA,3,NA,4,4,NA,NA,4,4,24
"55","Audrey  ",4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,4,NA,NA,2,5,NA,NA,NA,NA,NA,NA,3,NA,4,4,4,NA,NA,NA,2,4,4,NA,NA,NA,4,24
"56","Jackie  ",4,4,NA,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,5,NA,NA,1,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,NA,5,5,4,NA,NA,4,3,NA,NA,NA,NA,NA,4,24
"57","Alyssa  ",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,NA,4,NA,NA,NA,4,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,3,4,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,5,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,23
"58","Benjami ",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,5,5,NA,NA,NA,NA,3,NA,5,1,NA,5,4,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,3,4,NA,5,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,23
"59","Brittan ",2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,3,4,NA,NA,NA,NA,4,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,23
"60","Charles ",4,NA,NA,NA,NA,NA,4,5,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,4,NA,NA,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,4,NA,3,NA,NA,4,NA,5,NA,NA,NA,5,23
"61","Chelsea ",5,NA,4,5,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,3,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,3,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,23
"62","Gabriel ",3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,4,NA,NA,5,NA,5,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,NA,4,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,23
"63","Jeffrey ",5,NA,NA,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,4,5,4,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,4,NA,NA,5,NA,NA,5,NA,NA,NA,4,23
"64","Miranda ",NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,5,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,NA,NA,3,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,3,NA,5,4,4,NA,NA,NA,NA,5,23
"65","Pamela  ",3,NA,4,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,5,NA,NA,NA,NA,3,NA,NA,NA,4,NA,4,23
"66","Courtne ",5,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,5,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,4,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,4,22
"67","Crystal ",4,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,3,5,5,3,NA,NA,NA,NA,5,NA,3,NA,5,22
"68","Janice  ",5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,4,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,3,22
"69","Cynthia ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,4,1,NA,NA,NA,NA,1,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,NA,4,NA,5,NA,NA,NA,NA,NA,4,NA,NA,21
"70","Kevin C ",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,5,NA,3,NA,NA,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,3,NA,4,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,21
"71","Sharon  ",3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,5,NA,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,5,NA,NA,4,NA,NA,NA,3,5,NA,21
"72","Taylor  ",4,4,3,3,NA,NA,4,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA,5,5,4,4,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,21
"73","Whitney ",NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,NA,5,NA,NA,NA,4,NA,NA,NA,3,NA,5,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,21
"74","Claire  ",NA,NA,1,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,5,NA,NA,NA,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,5,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,20
"75","Joanna  ",5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,3,3,NA,NA,NA,4,4,NA,NA,NA,NA,1,NA,NA,NA,5,3,NA,NA,NA,5,2,NA,NA,NA,3,NA,NA,20
"76","Joshua  ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,4,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,20
"77","Michele ",5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,5,4,5,1,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,5,20
"78","Sophia  ",4,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,5,NA,4,5,NA,NA,4,5,NA,NA,NA,5,NA,NA,NA,NA,NA,20
"79","A B.",5,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,2,3,19
"80","David L ",4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,2,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"81","Jessie  ",4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,3,4,NA,NA,5,NA,NA,1,NA,NA,NA,5,NA,3,19
"82","Lesley  ",4,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,5,NA,3,NA,NA,NA,4,NA,NA,NA,NA,4,19
"83","Natasha ",4,NA,4,4,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,5,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"84","Patrici ",4,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,19
"85","Peter K ",3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"86","Sabrina ",2,1,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,5,NA,5,NA,1,19
"87","Sandra  ",3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,5,NA,NA,NA,1,4,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,5,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,19
"88","Sarah B ",4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,4,NA,5,5,4,NA,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,19
"89","Sarah S ",3,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,NA,5,4,NA,4,NA,NA,4,NA,NA,NA,NA,NA,4,19
"90","Alison  ",5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,3,NA,NA,4,NA,4,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,18
"91","Barbara ",2,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,4,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,18
"92","Evan H.",NA,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,4,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,18
"93","Joanne  ",5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,4,3,18
"94","Jordan  ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,4,NA,NA,5,3,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,18
"95","Karina  ",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,4,2,NA,NA,NA,NA,NA,4,18
"96","Kevin L ",NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,3,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,NA,NA,4,3,18
